fecha,distr,prov,dep,week,physical_v,sexual_v,economical_v,psychological_v,first_time,inf,nin,ado,ado_t,jov,adu,m60,family,love,no_rel,aggr_alcohol,aggr_drug,vict_disab,vict_alco,vict_drug,vict_lgtbi
158,30101,301,3.0,158,5,0,0,11,1,1,0,0,0,6,9,0,1,14,1,3,1,0,0,0,0
159,30101,301,3.0,159,6,3,0,6,2,0,1,0,1,4,8,1,1,11,3,1,0,0,0,0,0
160,30101,301,3.0,160,4,2,0,9,4,0,1,1,0,4,9,0,4,9,2,4,1,0,0,0,0
161,30101,301,3.0,161,2,0,0,6,0,0,0,1,0,1,5,1,1,6,1,3,0,0,0,0,0
162,30101,301,3.0,162,5,2,0,11,3,0,0,0,0,7,11,0,5,12,1,5,1,0,0,0,0
163,30101,301,3.0,163,5,0,0,15,0,0,0,0,0,8,12,0,2,18,0,7,0,1,1,0,0
164,30101,301,3.0,164,13,0,0,8,4,0,0,1,1,6,13,0,5,16,0,6,0,0,0,0,0
165,30101,301,3.0,165,12,1,0,12,2,0,4,0,1,9,9,2,9,15,1,2,0,0,0,0,0
166,30101,301,3.0,166,15,1,0,10,4,0,3,2,4,7,9,1,7,18,1,1,1,0,0,0,0
167,30101,301,3.0,167,18,0,0,15,6,3,2,1,0,5,21,1,11,22,0,16,0,0,0,0,0
183,30101,301,3.0,183,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
184,30101,301,3.0,184,9,1,0,13,1,0,0,1,0,4,18,0,4,19,0,7,0,1,0,0,0
185,30101,301,3.0,185,8,1,0,11,1,0,3,1,0,4,8,4,8,11,1,6,0,0,0,0,0
186,30101,301,3.0,186,6,1,0,6,2,0,1,2,2,2,6,0,4,8,1,4,0,1,0,0,0
187,30101,301,3.0,187,6,0,0,12,2,2,2,1,2,2,9,0,8,10,0,7,0,1,0,0,0
197,30101,301,3.0,197,19,5,0,20,5,1,0,1,4,11,25,2,14,28,2,11,0,0,0,0,0
198,30101,301,3.0,198,10,2,0,14,2,0,0,0,1,7,18,0,5,20,1,10,0,0,0,0,0
199,30101,301,3.0,199,11,0,0,13,6,0,0,1,0,8,11,4,11,13,0,3,0,1,0,0,0
200,30101,301,3.0,200,16,1,0,12,8,0,3,1,4,7,13,1,14,14,1,5,1,0,0,0,0
201,30101,301,3.0,201,7,1,0,6,0,0,0,0,0,3,11,0,0,14,0,2,0,0,0,0,0
202,30101,301,3.0,202,9,1,0,10,1,1,0,2,0,6,10,1,6,13,1,5,0,0,0,0,0
203,30101,301,3.0,203,14,1,0,15,9,1,2,1,1,9,13,3,11,18,1,8,0,0,0,0,0
204,30101,301,3.0,204,6,1,0,10,0,0,1,0,1,1,14,0,3,14,0,5,1,0,0,0,0
205,30101,301,3.0,205,5,1,0,7,1,0,0,0,0,5,8,0,0,12,1,7,0,0,0,0,0
206,30101,301,3.0,206,12,2,0,20,3,1,2,4,2,3,22,0,11,22,1,14,0,0,0,0,0
207,30101,301,3.0,207,9,1,0,9,3,0,0,0,1,7,11,0,4,14,1,4,0,0,0,0,0
208,30101,301,3.0,208,8,1,0,7,0,0,1,0,0,4,9,2,4,12,0,8,0,0,0,0,0
209,30101,301,3.0,209,7,1,0,9,3,0,0,0,0,9,8,0,6,11,0,2,0,0,0,0,0
157,30101,301,3.0,157,6,0,0,12,4,1,1,2,0,4,10,0,5,13,0,4,0,0,0,0,0
168,30101,301,3.0,168,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
157,90201,902,9.0,157,1,2,0,0,1,0,0,0,1,1,1,0,0,2,1,1,0,0,1,0,0
158,90201,902,9.0,158,2,0,0,2,1,0,0,0,0,2,2,0,1,3,0,1,0,0,0,0,0
